

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   546.00000 -0.719066E+01  0.150231E+01 -0.719045E+01  0.152527E+01 -0.864991E+01  -1628.444  -1614.004  -1603.521     546
   547.00000 -0.719066E+01  0.150504E+01 -0.719046E+01  0.152801E+01 -0.865201E+01  -1632.986  -1621.284  -1613.568     547
   548.00000 -0.719066E+01  0.150570E+01 -0.719042E+01  0.152866E+01 -0.865404E+01  -1643.244  -1631.796  -1624.370     548
   548.28700 -0.788258E+01  0.150588E+01 -0.788233E+01  0.153065E+01 -0.865469E+01   -391.618   -822.122  -1445.284     549
   550.00000 -0.788258E+01  0.150588E+01 -0.788232E+01  0.153132E+01 -0.869093E+01   -764.334   -756.238   -752.193     550
   551.00000 -0.788258E+01  0.150665E+01 -0.788233E+01  0.153208E+01 -0.871217E+01   -779.287   -770.893   -766.608     551
   552.00000 -0.788258E+01  0.150665E+01 -0.788232E+01  0.153212E+01 -0.873167E+01   -796.524   -788.179   -783.905     552
   553.00000 -0.788258E+01  0.150665E+01 -0.788232E+01  0.153217E+01 -0.875009E+01   -813.875   -805.586   -801.367     553
   554.00000 -0.788258E+01  0.150853E+01 -0.788236E+01  0.153405E+01 -0.876770E+01   -830.638   -822.382   -818.196     554
   555.00000 -0.788258E+01  0.150853E+01 -0.788232E+01  0.153409E+01 -0.878449E+01   -848.708   -840.238   -835.836     555
   556.00000 -0.788258E+01  0.150887E+01 -0.788232E+01  0.153443E+01 -0.880051E+01   -863.457   -855.180   -850.972     556
   557.00000 -0.788258E+01  0.151148E+01 -0.788237E+01  0.153705E+01 -0.881584E+01   -878.632   -870.317   -866.071     557
   558.00000 -0.788258E+01  0.151259E+01 -0.788234E+01  0.153816E+01 -0.883041E+01   -895.324   -886.737   -882.215     558
   559.00000 -0.788258E+01  0.151456E+01 -0.788236E+01  0.154012E+01 -0.884427E+01   -909.043   -900.602   -896.228     559
   560.00000 -0.788258E+01  0.151867E+01 -0.788240E+01  0.154423E+01 -0.885746E+01   -923.880   -915.321   -910.825     560
   561.00000 -0.788258E+01  0.152601E+01 -0.788246E+01  0.155157E+01 -0.886991E+01   -939.948   -931.073   -926.257     561
   562.00000 -0.788258E+01  0.153672E+01 -0.788253E+01  0.156229E+01 -0.888152E+01   -958.656   -949.215   -943.825     562
   563.00000 -0.788258E+01  0.155102E+01 -0.788260E+01  0.157658E+01 -0.889219E+01   -979.670   -969.505   -963.386     563
   564.00000 -0.788258E+01  0.156599E+01 -0.788261E+01  0.159155E+01 -0.890181E+01  -1003.487   -992.330   -985.240     564
   565.00000 -0.788258E+01  0.158409E+01 -0.788268E+01  0.160966E+01 -0.891053E+01  -1033.400  -1021.083  -1012.825     565
   566.00000 -0.788258E+01  0.160294E+01 -0.788269E+01  0.162850E+01 -0.891866E+01  -1069.741  -1056.951  -1048.176     566
   567.00000 -0.788258E+01  0.161758E+01 -0.788261E+01  0.164314E+01 -0.892616E+01  -1105.728  -1092.345  -1082.972     567
   568.00000 -0.788258E+01  0.163515E+01 -0.788267E+01  0.166071E+01 -0.893316E+01  -1134.041  -1121.283  -1112.538     568
   569.00000 -0.788258E+01  0.165002E+01 -0.788261E+01  0.167558E+01 -0.893963E+01  -1168.748  -1154.992  -1145.250     569
   570.00000 -0.788258E+01  0.166243E+01 -0.788256E+01  0.168799E+01 -0.894561E+01  -1195.791  -1182.327  -1172.878     570
   571.00000 -0.788258E+01  0.167084E+01 -0.788248E+01  0.169640E+01 -0.895118E+01  -1220.248  -1207.159  -1198.088     571
   572.00000 -0.788258E+01  0.167522E+01 -0.788240E+01  0.170079E+01 -0.895641E+01  -1237.278  -1225.305  -1217.356     572
   573.00000 -0.788258E+01  0.167522E+01 -0.788232E+01  0.170081E+01 -0.896141E+01  -1248.805  -1238.204  -1231.639     573
   574.00000 -0.788258E+01  0.167522E+01 -0.788232E+01  0.170084E+01 -0.896627E+01  -1253.610  -1244.714  -1239.877     574
   575.00000 -0.788258E+01  0.167565E+01 -0.788232E+01  0.170127E+01 -0.897101E+01  -1260.408  -1251.911  -1247.484     575
   576.00000 -0.788258E+01  0.167734E+01 -0.788235E+01  0.170296E+01 -0.897563E+01  -1267.145  -1258.672  -1254.273     576
   577.00000 -0.788258E+01  0.167772E+01 -0.788232E+01  0.170334E+01 -0.898011E+01  -1276.221  -1267.307  -1262.462     577
   578.00000 -0.788258E+01  0.167772E+01 -0.788232E+01  0.170338E+01 -0.898449E+01  -1281.907  -1273.337  -1268.840     578
   579.00000 -0.788258E+01  0.167772E+01 -0.788232E+01  0.170342E+01 -0.898876E+01  -1287.858  -1279.464  -1275.142     579
   580.00000 -0.788258E+01  0.167772E+01 -0.788232E+01  0.170347E+01 -0.899293E+01  -1293.518  -1285.177  -1280.925     580
   581.00000 -0.788258E+01  0.167896E+01 -0.788234E+01  0.170471E+01 -0.899700E+01  -1299.928  -1291.307  -1286.875     581
   582.00000 -0.788258E+01  0.168035E+01 -0.788234E+01  0.170610E+01 -0.900098E+01  -1310.000  -1300.843  -1295.732     582
   583.00000 -0.788258E+01  0.168231E+01 -0.788235E+01  0.170806E+01 -0.900489E+01  -1320.214  -1311.137  -1306.135     583
   584.00000 -0.788258E+01  0.168640E+01 -0.788240E+01  0.171215E+01 -0.900873E+01  -1331.870  -1322.533  -1317.265     584
   584.59400 -0.931463E+01  0.169081E+01 -0.931444E+01  0.171718E+01 -0.903298E+01   -275.949   -338.854   -386.925     585
   586.00000 -0.931463E+01  0.170798E+01 -0.931444E+01  0.173435E+01 -0.927825E+01   -428.216   -419.853   -415.533     586
   587.00000 -0.931463E+01  0.172420E+01 -0.931448E+01  0.175057E+01 -0.938703E+01   -471.342   -462.766   -458.265     587
   588.00000 -0.931463E+01  0.174075E+01 -0.931448E+01  0.176712E+01 -0.946937E+01   -517.602   -508.936   -504.322     588
   589.00000 -0.931463E+01  0.175827E+01 -0.931451E+01  0.178464E+01 -0.953361E+01   -555.646   -546.905   -542.212     589
   590.00000 -0.931463E+01  0.177208E+01 -0.931443E+01  0.179845E+01 -0.958580E+01   -589.197   -580.326   -575.497     590
   591.00000 -0.931463E+01  0.179265E+01 -0.931456E+01  0.181902E+01 -0.962807E+01   -619.610   -610.487   -605.442     591
   592.00000 -0.931463E+01  0.180755E+01 -0.931445E+01  0.183392E+01 -0.966540E+01   -659.526   -650.162   -644.849     592
   593.00000 -0.931463E+01  0.181906E+01 -0.931438E+01  0.184543E+01 -0.969824E+01   -689.608   -680.417   -675.276     593
   594.00000 -0.931463E+01  0.182577E+01 -0.931429E+01  0.185214E+01 -0.972746E+01   -717.374   -708.305   -703.285     594
   595.00000 -0.931463E+01  0.182930E+01 -0.931423E+01  0.185567E+01 -0.975374E+01   -738.743   -729.954   -725.216     595
   596.00000 -0.931463E+01  0.183297E+01 -0.931423E+01  0.185934E+01 -0.977752E+01   -757.108   -748.546   -744.035     596
   597.00000 -0.931463E+01  0.183475E+01 -0.931419E+01  0.186112E+01 -0.979903E+01   -774.098   -765.534   -761.018     597
   598.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186116E+01 -0.981859E+01   -791.077   -782.316   -777.657     598
   599.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186121E+01 -0.983729E+01   -808.505   -800.194   -795.952     599
   600.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186125E+01 -0.985516E+01   -825.344   -817.064   -812.854     600
   601.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186130E+01 -0.987225E+01   -841.624   -833.366   -829.178     601
   602.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186134E+01 -0.988859E+01   -857.172   -848.913   -844.724     602
   603.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186139E+01 -0.990422E+01   -872.065   -863.808   -859.620     603
   604.00000 -0.931463E+01  0.183475E+01 -0.931415E+01  0.186143E+01 -0.991917E+01   -886.302   -878.046   -873.859     604
   605.00000 -0.931463E+01  0.183572E+01 -0.931417E+01  0.186240E+01 -0.993347E+01   -899.924   -891.670   -887.484     605
   606.00000 -0.931463E+01  0.183671E+01 -0.931417E+01  0.186338E+01 -0.994711E+01   -914.023   -905.636   -901.317     606
   607.00000 -0.931463E+01  0.183819E+01 -0.931418E+01  0.186487E+01 -0.996012E+01   -927.224   -918.816   -914.475     607
   608.00000 -0.931463E+01  0.184239E+01 -0.931423E+01  0.186907E+01 -0.997249E+01   -940.562   -932.069   -927.641     608
   609.00000 -0.931463E+01  0.184972E+01 -0.931430E+01  0.187640E+01 -0.998417E+01   -956.257   -947.343   -942.487     609
   610.00000 -0.931463E+01  0.186079E+01 -0.931437E+01  0.188746E+01 -0.999504E+01   -974.143   -964.636   -959.180     610
   611.00000 -0.931463E+01  0.187510E+01 -0.931443E+01  0.190178E+01 -0.100050E+02   -995.021   -984.669   -978.363     611
   612.00000 -0.931463E+01  0.189199E+01 -0.931448E+01  0.191867E+01 -0.100139E+02  -1021.498  -1009.512  -1001.611     612
   613.00000 -0.931463E+01  0.191091E+01 -0.931452E+01  0.193759E+01 -0.100222E+02  -1056.537  -1044.169  -1035.820     613
   614.00000 -0.931463E+01  0.193080E+01 -0.931454E+01  0.195747E+01 -0.100300E+02  -1093.175  -1079.955  -1070.746     614
   615.00000 -0.931463E+01  0.194963E+01 -0.931452E+01  0.197631E+01 -0.100371E+02  -1130.634  -1116.710  -1106.795     615
   616.00000 -0.931463E+01  0.196497E+01 -0.931445E+01  0.199165E+01 -0.100436E+02  -1165.155  -1150.935  -1140.726     616
   617.00000 -0.931463E+01  0.197693E+01 -0.931438E+01  0.200361E+01 -0.100496E+02  -1193.445  -1179.723  -1170.014     617
   618.00000 -0.931463E+01  0.198620E+01 -0.931433E+01  0.201288E+01 -0.100553E+02  -1216.662  -1203.690  -1194.736     618
   619.00000 -0.931463E+01  0.199042E+01 -0.931423E+01  0.201710E+01 -0.100605E+02  -1235.749  -1223.544  -1215.363     619
   620.00000 -0.931463E+01  0.199079E+01 -0.931415E+01  0.201747E+01 -0.100656E+02  -1246.329  -1235.770  -1229.245     620
   621.00000 -0.931463E+01  0.199079E+01 -0.931415E+01  0.201750E+01 -0.100705E+02  -1252.231  -1243.195  -1238.216     621
   621.27600 -0.998003E+01  0.199079E+01 -0.997954E+01  0.201867E+01 -0.100721E+02   -370.008   -652.427   -996.963     622
   623.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201904E+01 -0.101355E+02   -660.870   -652.625   -648.444     623
   624.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201908E+01 -0.101697E+02   -683.769   -675.534   -671.360     624
   625.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201913E+01 -0.102011E+02   -704.774   -696.544   -692.375     625
   626.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201917E+01 -0.102293E+02   -723.492   -715.268   -711.102     626
   627.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201922E+01 -0.102551E+02   -740.852   -732.633   -728.471     627
   628.00000 -0.998003E+01  0.199079E+01 -0.997953E+01  0.201926E+01 -0.102789E+02   -756.735   -748.522   -744.364     628
   629.00000 -0.998003E+01  0.199183E+01 -0.997955E+01  0.202031E+01 -0.103007E+02   -771.345   -763.140   -758.987     629
   630.00000 -0.998003E+01  0.199352E+01 -0.997957E+01  0.202200E+01 -0.103205E+02   -787.088   -778.460   -773.944     630
   631.00000 -0.998003E+01  0.199727E+01 -0.997961E+01  0.202574E+01 -0.103393E+02   -806.623   -798.157   -793.756     631
   632.00000 -0.998003E+01  0.200200E+01 -0.997963E+01  0.203047E+01 -0.103571E+02   -827.123   -818.440   -813.822     632
   633.00000 -0.998003E+01  0.200935E+01 -0.997968E+01  0.203782E+01 -0.103740E+02   -847.746   -838.927   -834.170     633
   634.00000 -0.998003E+01  0.202243E+01 -0.997979E+01  0.205091E+01 -0.103898E+02   -870.239   -861.065   -855.949     634
   635.00000 -0.998003E+01  0.203798E+01 -0.997984E+01  0.206646E+01 -0.104044E+02   -897.629   -887.646   -881.710     635
   636.00000 -0.998003E+01  0.205531E+01 -0.997988E+01  0.208379E+01 -0.104177E+02   -925.273   -914.710   -908.189     636
   637.00000 -0.998003E+01  0.207441E+01 -0.997991E+01  0.210289E+01 -0.104297E+02   -953.766   -942.616   -935.505     637
   638.00000 -0.998003E+01  0.208644E+01 -0.997977E+01  0.211491E+01 -0.104404E+02   -982.702   -970.860   -963.061     638
   639.00000 -0.998003E+01  0.209186E+01 -0.997964E+01  0.212034E+01 -0.104501E+02  -1001.693   -990.642   -983.652     639
   640.00000 -0.998003E+01  0.209639E+01 -0.997962E+01  0.212487E+01 -0.104590E+02  -1017.419  -1006.998  -1000.661     640
   641.00000 -0.998003E+01  0.210195E+01 -0.997964E+01  0.213042E+01 -0.104676E+02  -1034.652  -1025.101  -1019.605     641
   642.00000 -0.998003E+01  0.210477E+01 -0.997959E+01  0.213325E+01 -0.104758E+02  -1053.544  -1043.864  -1038.239     642
   643.00000 -0.998003E+01  0.210750E+01 -0.997958E+01  0.213597E+01 -0.104838E+02  -1067.377  -1058.266  -1053.217     643
   644.00000 -0.998003E+01  0.210802E+01 -0.997954E+01  0.213649E+01 -0.104916E+02  -1081.903  -1072.842  -1067.846     644
   645.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213653E+01 -0.104992E+02  -1092.087  -1083.548  -1079.082     645
   646.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213658E+01 -0.105066E+02  -1102.281  -1093.930  -1089.654     646
   647.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213662E+01 -0.105138E+02  -1112.110  -1103.815  -1099.597     647
   648.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213667E+01 -0.105209E+02  -1121.805  -1113.519  -1109.310     648
   649.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213671E+01 -0.105278E+02  -1131.260  -1122.976  -1118.768     649
   650.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213676E+01 -0.105345E+02  -1140.514  -1132.230  -1128.021     650
   651.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213680E+01 -0.105411E+02  -1149.556  -1141.271  -1137.063     651
   652.00000 -0.998003E+01  0.210802E+01 -0.997953E+01  0.213685E+01 -0.105476E+02  -1158.396  -1150.111  -1145.903     652
   653.00000 -0.998003E+01  0.210873E+01 -0.997954E+01  0.213756E+01 -0.105539E+02  -1167.037  -1158.753  -1154.544     653
   654.00000 -0.998003E+01  0.210952E+01 -0.997954E+01  0.213835E+01 -0.105600E+02  -1176.676  -1168.185  -1163.771     654
   655.00000 -0.998003E+01  0.211098E+01 -0.997955E+01  0.213981E+01 -0.105660E+02  -1185.873  -1177.324  -1172.850     655
   656.00000 -0.998003E+01  0.211514E+01 -0.997961E+01  0.214397E+01 -0.105719E+02  -1196.128  -1187.365  -1182.673     656
   657.00000 -0.998003E+01  0.212273E+01 -0.997968E+01  0.215156E+01 -0.105775E+02  -1210.529  -1200.944  -1195.419     657
   658.00000 -0.998003E+01  0.213363E+01 -0.997974E+01  0.216246E+01 -0.105828E+02  -1229.454  -1218.631  -1211.853     658
   659.00000 -0.998003E+01  0.214746E+01 -0.997980E+01  0.217629E+01 -0.105878E+02  -1252.580  -1240.282  -1232.018     659
   660.00000 -0.998003E+01  0.216392E+01 -0.997985E+01  0.219275E+01 -0.105924E+02  -1279.273  -1265.328  -1255.418     660
   661.00000 -0.998003E+01  0.218166E+01 -0.997987E+01  0.221049E+01 -0.105966E+02  -1312.052  -1295.259  -1282.707     661
   662.00000 -0.998003E+01  0.220112E+01 -0.997991E+01  0.222994E+01 -0.106004E+02  -1354.628  -1336.626  -1322.426     662
   663.00000 -0.998003E+01  0.221733E+01 -0.997984E+01  0.224616E+01 -0.106040E+02  -1400.715  -1381.446  -1366.106     663
   664.00000 -0.998003E+01  0.223162E+01 -0.997980E+01  0.226045E+01 -0.106073E+02  -1437.584  -1418.993  -1404.324     664
   665.00000 -0.998003E+01  0.224520E+01 -0.997979E+01  0.227403E+01 -0.106104E+02  -1471.538  -1453.470  -1439.337     665
   666.00000 -0.998003E+01  0.225281E+01 -0.997967E+01  0.228164E+01 -0.106133E+02  -1503.907  -1485.948  -1471.929     666
   666.41500 -0.109805E+02  0.225596E+01 -0.109802E+02  0.228568E+01 -0.106161E+02   -337.451   -532.573   -769.524     667
   668.00000 -0.109805E+02  0.225596E+01 -0.109802E+02  0.228590E+01 -0.107161E+02   -569.326   -561.124   -556.970     668
   669.00000 -0.109805E+02  0.225596E+01 -0.109802E+02  0.228595E+01 -0.107680E+02   -593.986   -585.806   -581.670     669
   670.00000 -0.109805E+02  0.225675E+01 -0.109802E+02  0.228673E+01 -0.108121E+02   -618.730   -610.221   -605.778     670
   671.00000 -0.109805E+02  0.225675E+01 -0.109801E+02  0.228677E+01 -0.108508E+02   -644.817   -636.519   -632.286     671
   672.00000 -0.109805E+02  0.225675E+01 -0.109801E+02  0.228682E+01 -0.108864E+02   -668.331   -660.080   -655.891     672
   673.00000 -0.109805E+02  0.225675E+01 -0.109802E+02  0.228686E+01 -0.109190E+02   -690.242   -682.008   -677.836     673
   674.00000 -0.109805E+02  0.225675E+01 -0.109801E+02  0.228691E+01 -0.109489E+02   -710.251   -702.022   -697.854     674
   675.00000 -0.109805E+02  0.225675E+01 -0.109802E+02  0.228695E+01 -0.109764E+02   -728.680   -720.458   -716.293     675
   676.00000 -0.109805E+02  0.225675E+01 -0.109802E+02  0.228700E+01 -0.110016E+02   -745.575   -737.358   -733.197     676
   677.00000 -0.109805E+02  0.225750E+01 -0.109802E+02  0.228775E+01 -0.110248E+02   -761.096   -752.886   -748.730     677
   678.00000 -0.109805E+02  0.225831E+01 -0.109802E+02  0.228857E+01 -0.110460E+02   -775.908   -767.628   -763.404     678
   679.00000 -0.109805E+02  0.226012E+01 -0.109802E+02  0.229037E+01 -0.110655E+02   -792.907   -784.286   -779.766     679
   680.00000 -0.109805E+02  0.226519E+01 -0.109803E+02  0.229544E+01 -0.110840E+02   -812.177   -803.699   -799.290     680
   681.00000 -0.109805E+02  0.227304E+01 -0.109803E+02  0.230329E+01 -0.111016E+02   -833.971   -825.144   -820.379     681
   682.00000 -0.109805E+02  0.228487E+01 -0.109804E+02  0.231512E+01 -0.111180E+02   -857.400   -848.210   -843.078     682
   683.00000 -0.109805E+02  0.230010E+01 -0.109805E+02  0.233035E+01 -0.111333E+02   -883.828   -874.050   -868.321     683
   684.00000 -0.109805E+02  0.231808E+01 -0.109805E+02  0.234833E+01 -0.111472E+02   -912.102   -901.690   -895.321     684
   685.00000 -0.109805E+02  0.233748E+01 -0.109805E+02  0.236773E+01 -0.111598E+02   -941.784   -930.684   -923.624     685
   686.00000 -0.109805E+02  0.235789E+01 -0.109806E+02  0.238815E+01 -0.111710E+02   -971.355   -959.623   -951.932     686
   687.00000 -0.109805E+02  0.237845E+01 -0.109806E+02  0.240871E+01 -0.111809E+02  -1000.826   -988.390   -980.003     687
   688.00000 -0.109805E+02  0.239724E+01 -0.109805E+02  0.242749E+01 -0.111896E+02  -1037.330  -1023.513  -1013.763     688
   689.00000 -0.109805E+02  0.241383E+01 -0.109805E+02  0.244408E+01 -0.111976E+02  -1073.018  -1059.819  -1050.628     689
   690.00000 -0.109805E+02  0.242644E+01 -0.109804E+02  0.245670E+01 -0.112051E+02  -1105.204  -1092.215  -1083.237     690
   691.00000 -0.109805E+02  0.243318E+01 -0.109803E+02  0.246343E+01 -0.112121E+02  -1130.943  -1118.756  -1110.586     691
   692.00000 -0.109805E+02  0.243714E+01 -0.109802E+02  0.246739E+01 -0.112188E+02  -1147.499  -1136.754  -1130.042     692
   693.00000 -0.109805E+02  0.243811E+01 -0.109802E+02  0.246836E+01 -0.112253E+02  -1161.196  -1151.355  -1145.562     693
   694.00000 -0.109805E+02  0.243837E+01 -0.109802E+02  0.246863E+01 -0.112315E+02  -1169.914  -1161.042  -1156.235     694
   695.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246867E+01 -0.112377E+02  -1178.639  -1170.124  -1165.682     695
   696.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246871E+01 -0.112436E+02  -1186.606  -1178.279  -1174.026     696
   697.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246876E+01 -0.112495E+02  -1194.662  -1186.368  -1182.149     697
   698.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246880E+01 -0.112552E+02  -1202.458  -1194.174  -1189.967     698
   699.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246885E+01 -0.112608E+02  -1210.124  -1201.840  -1197.632     699
   700.00000 -0.109805E+02  0.243837E+01 -0.109801E+02  0.246889E+01 -0.112662E+02  -1217.599  -1209.315  -1205.107     700
   701.00000 -0.109805E+02  0.243921E+01 -0.109802E+02  0.246973E+01 -0.112715E+02  -1224.915  -1216.630  -1212.422     701
   702.00000 -0.109805E+02  0.244048E+01 -0.109802E+02  0.247100E+01 -0.112767E+02  -1233.520  -1224.962  -1220.480     702
   703.00000 -0.109805E+02  0.244199E+01 -0.109802E+02  0.247251E+01 -0.112818E+02  -1242.224  -1233.481  -1228.809     703
   704.00000 -0.109805E+02  0.244568E+01 -0.109802E+02  0.247620E+01 -0.112867E+02  -1251.105  -1242.218  -1237.399     704
   705.00000 -0.109805E+02  0.245229E+01 -0.109803E+02  0.248281E+01 -0.112914E+02  -1263.619  -1253.963  -1248.366     705
   706.00000 -0.109805E+02  0.246370E+01 -0.109804E+02  0.249422E+01 -0.112959E+02  -1279.976  -1269.111  -1262.294     706
   707.00000 -0.109805E+02  0.247428E+01 -0.109804E+02  0.250480E+01 -0.113001E+02  -1305.218  -1291.554  -1282.105     707
   708.00000 -0.109805E+02  0.248858E+01 -0.109804E+02  0.251910E+01 -0.113040E+02  -1332.181  -1317.896  -1307.503     708
   709.00000 -0.109805E+02  0.250513E+01 -0.109805E+02  0.253565E+01 -0.113077E+02  -1369.478  -1353.623  -1341.730     709
   710.00000 -0.109805E+02  0.252637E+01 -0.109806E+02  0.255689E+01 -0.113112E+02  -1410.184  -1392.645  -1379.050     710
   711.00000 -0.109805E+02  0.254684E+01 -0.109805E+02  0.257736E+01 -0.113144E+02  -1462.075  -1441.221  -1424.313     711
   712.00000 -0.109805E+02  0.256093E+01 -0.109804E+02  0.259145E+01 -0.113173E+02  -1508.222  -1486.107  -1467.939     712
   713.00000 -0.109805E+02  0.257369E+01 -0.109804E+02  0.260421E+01 -0.113201E+02  -1538.110  -1518.239  -1502.296     713
   714.00000 -0.109805E+02  0.257926E+01 -0.109803E+02  0.260977E+01 -0.113226E+02  -1568.630  -1549.432  -1534.174     714
   715.00000 -0.109805E+02  0.258189E+01 -0.109802E+02  0.261241E+01 -0.113251E+02  -1578.334  -1563.518  -1552.637     715
   716.00000 -0.109805E+02  0.258336E+01 -0.109802E+02  0.261388E+01 -0.113275E+02  -1586.936  -1574.742  -1566.531     716
   717.00000 -0.109805E+02  0.258336E+01 -0.109801E+02  0.261390E+01 -0.113298E+02  -1592.537  -1582.057  -1575.601     717
   718.00000 -0.109805E+02  0.258336E+01 -0.109801E+02  0.261394E+01 -0.113321E+02  -1595.748  -1586.691  -1581.696     718
   719.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261400E+01 -0.113343E+02  -1600.088  -1591.465  -1586.925     719
   720.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261404E+01 -0.113366E+02  -1604.344  -1595.904  -1591.557     720
   721.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261408E+01 -0.113388E+02  -1608.722  -1600.344  -1596.059     721
   722.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261413E+01 -0.113409E+02  -1613.051  -1604.692  -1600.427     722
   723.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261417E+01 -0.113431E+02  -1617.360  -1609.007  -1604.746     723
   724.00000 -0.109805E+02  0.258339E+01 -0.109801E+02  0.261421E+01 -0.113452E+02  -1621.617  -1613.264  -1609.004     724
   725.00000 -0.109805E+02  0.258446E+01 -0.109802E+02  0.261529E+01 -0.113473E+02  -1625.830  -1617.476  -1613.216     725
   726.00000 -0.109805E+02  0.258530E+01 -0.109802E+02  0.261613E+01 -0.113494E+02  -1632.957  -1623.869  -1618.873     726
   727.00000 -0.109805E+02  0.258733E+01 -0.109802E+02  0.261816E+01 -0.113514E+02  -1638.331  -1629.203  -1624.157     727
   728.00000 -0.109805E+02  0.259255E+01 -0.109802E+02  0.262337E+01 -0.113534E+02  -1647.529  -1637.501  -1631.545     728
   729.00000 -0.109805E+02  0.260163E+01 -0.109803E+02  0.263246E+01 -0.113553E+02  -1664.292  -1651.828  -1643.409     729
   730.00000 -0.109805E+02  0.261488E+01 -0.109804E+02  0.264571E+01 -0.113572E+02  -1693.851  -1676.066  -1662.562     730
   731.00000 -0.109805E+02  0.263153E+01 -0.109805E+02  0.266235E+01 -0.113589E+02  -1740.435  -1718.166  -1699.571     731
   732.00000 -0.109805E+02  0.265175E+01 -0.109805E+02  0.268257E+01 -0.113605E+02  -1796.801  -1769.849  -1746.667     732
   733.00000 -0.109805E+02  0.267463E+01 -0.109806E+02  0.270546E+01 -0.113620E+02  -1864.624  -1831.843  -1802.806     733
   734.00000 -0.109805E+02  0.268833E+01 -0.109804E+02  0.271916E+01 -0.113634E+02  -1939.682  -1900.692  -1865.508     734
   735.00000 -0.109805E+02  0.269779E+01 -0.109803E+02  0.272862E+01 -0.113647E+02  -1972.766  -1939.812  -1910.465     735
   736.00000 -0.109805E+02  0.270633E+01 -0.109803E+02  0.273716E+01 -0.113659E+02  -2000.384  -1972.244  -1947.699     736
   737.00000 -0.109805E+02  0.271516E+01 -0.109803E+02  0.274599E+01 -0.113670E+02  -2025.208  -1999.911  -1978.244     737
   738.00000 -0.109805E+02  0.272034E+01 -0.109802E+02  0.275117E+01 -0.113681E+02  -2053.609  -2028.662  -2007.396     738
   739.00000 -0.109805E+02  0.272152E+01 -0.109802E+02  0.275235E+01 -0.113692E+02  -2065.709  -2044.963  -2027.879     739
   739.59700 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275634E+01 -0.113754E+02   -311.570   -435.085   -561.085     740
   741.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275647E+01 -0.115175E+02   -489.665   -481.397   -477.189     741
   742.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275652E+01 -0.115963E+02   -526.983   -518.767   -514.607     742
   743.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275656E+01 -0.116619E+02   -558.180   -549.977   -545.826     743
   744.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275661E+01 -0.117156E+02   -583.432   -575.243   -571.100     744
   745.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275665E+01 -0.117612E+02   -605.614   -597.376   -593.208     745
   746.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275670E+01 -0.118018E+02   -632.420   -624.058   -619.759     746
   747.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275674E+01 -0.118389E+02   -656.642   -648.395   -644.212     747
   748.00000 -0.124198E+02  0.272208E+01 -0.124194E+02  0.275679E+01 -0.118729E+02   -679.496   -671.256   -667.078     748
   749.00000 -0.124198E+02  0.272293E+01 -0.124194E+02  0.275763E+01 -0.119042E+02   -700.361   -692.131   -687.961     749
   750.00000 -0.124198E+02  0.272374E+01 -0.124194E+02  0.275844E+01 -0.119329E+02   -720.211   -711.927   -707.701     750
