 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Welcome to HYDRUS-1D                                                  *
 *                                                                      *
 *                                                                      *
 ************************************************************************


 Program parameters
 ==================
 Max. iterations.....................(MIT)...............  0
 No. of observations.................(NOBb).............1529


 Soil hydraulic properties
 =========================
 Residual moisture content...........(WCR)............     0.034
 Saturated moisture content..........(WCS)............     0.369
 First coefficient...................(ALPHA)..........     0.014
 Second coefficient..................(N)..............     1.483
 Saturated conductivity..............(CONDS).......... .2348E+01
 Pore connectivity factor............(L)..............     0.500


 Observed Quantity 
 ==================
    Obs     Time    Quantity     Type  Position   Weight
    87    807.000      0.138       2     1      1.000000
    88    808.000      0.134       2     1      1.000000
    89    809.000      0.130       2     1      1.000000
    90    810.000      0.123       2     1      1.000000
    91    811.000      0.121       2     1      1.000000
    92    812.000      0.119       2     1      1.000000
    93    813.000      0.117       2     1      1.000000
    94    814.000      0.115       2     1      1.000000
    95    815.000      0.114       2     1      1.000000
    96    816.000      0.114       2     1      1.000000
    97    817.000      0.113       2     1      1.000000
    98    818.000      0.112       2     1      1.000000
    99    819.000      0.112       2     1      1.000000
   100    820.000      0.112       2     1      1.000000
   101    821.000      0.111       2     1      1.000000
   102    822.000      0.110       2     1      1.000000
   103    823.000      0.110       2     1      1.000000
   104    824.000      0.140       2     1      1.000000
   105    825.000      0.216       2     1      1.000000
   106    826.000      0.203       2     1      1.000000
   107    827.000      0.195       2     1      1.000000
   108    828.000      0.188       2     1      1.000000
   109    829.000      0.181       2     1      1.000000
   110    830.000      0.175       2     1      1.000000
   111    831.000      0.170       2     1      1.000000
   112    832.000      0.164       2     1      1.000000
   113    833.000      0.155       2     1      1.000000
   114    834.000      0.147       2     1      1.000000
   115    835.000      0.139       2     1      1.000000
   116    836.000      0.132       2     1      1.000000
   117    837.000      0.127       2     1      1.000000
   118    838.000      0.125       2     1      1.000000
   119    839.000      0.123       2     1      1.000000
   120    840.000      0.123       2     1      1.000000
   121    841.000      0.122       2     1      1.000000
   122    842.000      0.121       2     1      1.000000
   123    843.000      0.120       2     1      1.000000
   124    844.000      0.119       2     1      1.000000
   125    845.000      0.118       2     1      1.000000
   126    846.000      0.117       2     1      1.000000
   127    847.000      0.117       2     1      1.000000
   128    848.000      0.117       2     1      1.000000
   129    849.000      0.120       2     1      1.000000
   130    850.000      0.122       2     1      1.000000
   131    851.000      0.122       2     1      1.000000
   132    852.000      0.119       2     1      1.000000
   133    853.000      0.117       2     1      1.000000
   134    854.000      0.116       2     1      1.000000
   135    855.000      0.116       2     1      1.000000
   136    856.000      0.117       2     1      1.000000
   137    857.000      0.117       2     1      1.000000
   138    858.000      0.114       2     1      1.000000
   139    859.000      0.109       2     1      1.000000
   140    860.000      0.104       2     1      1.000000
   141    861.000      0.100       2     1      1.000000
   142    862.000      0.190       2     1      1.000000
   143    863.000      0.200       2     1      1.000000
   144    864.000      0.192       2     1      1.000000
   145    865.000      0.187       2     1      1.000000
   146    866.000      0.183       2     1      1.000000
   147    867.000      0.180       2     1      1.000000
   148    868.000      0.177       2     1      1.000000
   149    869.000      0.175       2     1      1.000000
   150    870.000      0.173       2     1      1.000000
   151    871.000      0.172       2     1      1.000000
   152    872.000      0.170       2     1      1.000000
   153    873.000      0.170       2     1      1.000000
   154    874.000      0.169       2     1      1.000000
   155    875.000      0.166       2     1      1.000000
   156    876.000      0.159       2     1      1.000000
   157    877.000      0.151       2     1      1.000000
   158    878.000      0.145       2     1      1.000000
   159    879.000      0.139       2     1      1.000000
   160    880.000      0.135       2     1      1.000000
   161    881.000      0.131       2     1      1.000000
   162    882.000      0.124       2     1      1.000000
   163    883.000      0.117       2     1      1.000000
   164    884.000      0.117       2     1      1.000000
   165    885.000      0.211       2     1      1.000000
   166    886.000      0.199       2     1      1.000000
   167    887.000      0.192       2     1      1.000000
   168    888.000      0.187       2     1      1.000000
   169    889.000      0.183       2     1      1.000000
   170    890.000      0.180       2     1      1.000000
   171    891.000      0.177       2     1      1.000000
   172    892.000      0.175       2     1      1.000000
   173    893.000      0.173       2     1      1.000000
   174    894.000      0.172       2     1      1.000000
   175    895.000      0.170       2     1      1.000000
   176    896.000      0.169       2     1      1.000000
   177    897.000      0.169       2     1      1.000000
   178    898.000      0.167       2     1      1.000000
   179    899.000      0.163       2     1      1.000000
   180    900.000      0.155       2     1      1.000000
   181    901.000      0.147       2     1      1.000000
   182    902.000      0.139       2     1      1.000000
   183    903.000      0.133       2     1      1.000000
   184    904.000      0.127       2     1      1.000000
   185    905.000      0.122       2     1      1.000000
   186    906.000      0.117       2     1      1.000000
   187    907.000      0.114       2     1      1.000000
   188    908.000      0.180       2     1      1.000000
   189    909.000      0.204       2     1      1.000000
   190    910.000      0.195       2     1      1.000000
   191    911.000      0.190       2     1      1.000000
   192    912.000      0.186       2     1      1.000000
   193    913.000      0.183       2     1      1.000000
   194    914.000      0.180       2     1      1.000000
   195    915.000      0.178       2     1      1.000000
   196    916.000      0.176       2     1      1.000000
   197    917.000      0.174       2     1      1.000000
   198    918.000      0.172       2     1      1.000000
   199    919.000      0.171       2     1      1.000000
   200    920.000      0.170       2     1      1.000000
   201    921.000      0.169       2     1      1.000000
   202    922.000      0.167       2     1      1.000000
   203    923.000      0.163       2     1      1.000000
   204    924.000      0.156       2     1      1.000000
   205    925.000      0.149       2     1      1.000000
   206    926.000      0.142       2     1      1.000000
   207    927.000      0.135       2     1      1.000000
   208    928.000      0.128       2     1      1.000000
   209    929.000      0.123       2     1      1.000000
   210    930.000      0.121       2     1      1.000000
   211    931.000      0.120       2     1      1.000000
   212    932.000      0.117       2     1      1.000000
   213    933.000      0.116       2     1      1.000000
   214    934.000      0.115       2     1      1.000000
   215    935.000      0.114       2     1      1.000000
   216    936.000      0.113       2     1      1.000000
   217    937.000      0.113       2     1      1.000000
   218    938.000      0.112       2     1      1.000000
   219    939.000      0.112       2     1      1.000000
   220    940.000      0.111       2     1      1.000000
   221    941.000      0.111       2     1      1.000000
   222    942.000      0.110       2     1      1.000000
   223    943.000      0.109       2     1      1.000000
   224    944.000      0.110       2     1      1.000000
   225    945.000      0.112       2     1      1.000000
   226    946.000      0.114       2     1      1.000000
   227    947.000      0.116       2     1      1.000000
   228    948.000      0.114       2     1      1.000000
   229    949.000      0.113       2     1      1.000000
   230    950.000      0.112       2     1      1.000000
   231    951.000      0.113       2     1      1.000000
   232    952.000      0.114       2     1      1.000000
   233    953.000      0.113       2     1      1.000000
   234    954.000      0.110       2     1      1.000000
   235    955.000      0.105       2     1      1.000000
   236    956.000      0.205       2     1      1.000000
   237    957.000      0.199       2     1      1.000000
   238    958.000      0.192       2     1      1.000000
   239    959.000      0.187       2     1      1.000000
   240    960.000      0.182       2     1      1.000000
   241    961.000      0.179       2     1      1.000000
   242    962.000      0.177       2     1      1.000000
   243    963.000      0.174       2     1      1.000000
   244    964.000      0.172       2     1      1.000000
   245    965.000      0.172       2     1      1.000000
   246    966.000      0.181       2     1      1.000000
   247    967.000      0.195       2     1      1.000000
   248    968.000      0.220       2     1      1.000000
   249    969.000      0.216       2     1      1.000000
   250    970.000      0.210       2     1      1.000000
   251    971.000      0.203       2     1      1.000000
   252    972.000      0.198       2     1      1.000000
   253    973.000      0.193       2     1      1.000000
   254    974.000      0.186       2     1      1.000000
   255    975.000      0.181       2     1      1.000000
   256    976.000      0.175       2     1      1.000000
   257    977.000      0.165       2     1      1.000000
   258    978.000      0.160       2     1      1.000000
   259    979.000      0.155       2     1      1.000000
   260    980.000      0.152       2     1      1.000000
   261    981.000      0.149       2     1      1.000000
   262    982.000      0.147       2     1      1.000000
   263    983.000      0.147       2     1      1.000000
   264    984.000      0.145       2     1      1.000000
   265    985.000      0.145       2     1      1.000000
   266    986.000      0.146       2     1      1.000000
   267    987.000      0.148       2     1      1.000000
   268    988.000      0.153       2     1      1.000000
   269    989.000      0.153       2     1      1.000000
   270    990.000      0.153       2     1      1.000000
   271    991.000      0.152       2     1      1.000000
   272    992.000      0.151       2     1      1.000000
   273    993.000      0.152       2     1      1.000000
   274    994.000      0.151       2     1      1.000000
   275    995.000      0.149       2     1      1.000000
   276    996.000      0.143       2     1      1.000000
   277    997.000      0.138       2     1      1.000000
   278    998.000      0.134       2     1      1.000000
   279    999.000      0.131       2     1      1.000000
   280   1000.000      0.128       2     1      1.000000
   281   1001.000      0.125       2     1      1.000000
   282   1002.000      0.121       2     1      1.000000
   283   1003.000      0.114       2     1      1.000000
   284   1004.000      0.111       2     1      1.000000
   285   1005.000      0.108       2     1      1.000000
   286   1006.000      0.107       2     1      1.000000
   287   1007.000      0.105       2     1      1.000000
   288   1008.000      0.104       2     1      1.000000
   289   1009.000      0.104       2     1      1.000000
   290   1010.000      0.103       2     1      1.000000
   291   1011.000      0.103       2     1      1.000000
   292   1012.000      0.103       2     1      1.000000
   293   1013.000      0.102       2     1      1.000000
   294   1014.000      0.101       2     1      1.000000
   295   1015.000      0.101       2     1      1.000000
   296   1016.000      0.102       2     1      1.000000
   297   1017.000      0.104       2     1      1.000000
   298   1018.000      0.106       2     1      1.000000
   299   1019.000      0.157       2     1      1.000000
   300   1020.000      0.210       2     1      1.000000
   301   1021.000      0.197       2     1      1.000000
   302   1022.000      0.188       2     1      1.000000
   303   1023.000      0.181       2     1      1.000000
   304   1024.000      0.173       2     1      1.000000
   305   1025.000      0.166       2     1      1.000000
   306   1026.000      0.157       2     1      1.000000
   307   1027.000      0.152       2     1      1.000000
   308   1028.000      0.148       2     1      1.000000
   309   1029.000      0.146       2     1      1.000000
   310   1030.000      0.144       2     1      1.000000
   311   1031.000      0.143       2     1      1.000000
   312   1032.000      0.142       2     1      1.000000
   313   1033.000      0.141       2     1      1.000000
   314   1034.000      0.140       2     1      1.000000
   315   1035.000      0.139       2     1      1.000000
   316   1036.000      0.138       2     1      1.000000
   317   1037.000      0.138       2     1      1.000000
   318   1038.000      0.138       2     1      1.000000
   319   1039.000      0.138       2     1      1.000000
   320   1040.000      0.138       2     1      1.000000
   321   1041.000      0.137       2     1      1.000000
   322   1042.000      0.137       2     1      1.000000
   323   1043.000      0.136       2     1      1.000000
   324   1044.000      0.136       2     1      1.000000
   325   1045.000      0.132       2     1      1.000000
   326   1046.000      0.127       2     1      1.000000
   327   1047.000      0.124       2     1      1.000000
   328   1048.000      0.123       2     1      1.000000
   329   1049.000      0.122       2     1      1.000000
   330   1050.000      0.118       2     1      1.000000
   331   1051.000      0.114       2     1      1.000000
   332   1052.000      0.110       2     1      1.000000
   333   1053.000      0.107       2     1      1.000000
   334   1054.000      0.105       2     1      1.000000
   335   1055.000      0.104       2     1      1.000000
   336   1056.000      0.103       2     1      1.000000
   337   1057.000      0.103       2     1      1.000000
   338   1058.000      0.102       2     1      1.000000
   339   1059.000      0.102       2     1      1.000000
   340   1060.000      0.101       2     1      1.000000
   341   1061.000      0.101       2     1      1.000000
   342   1062.000      0.101       2     1      1.000000
   343   1063.000      0.101       2     1      1.000000
   344   1064.000      0.139       2     1      1.000000
   345   1065.000      0.210       2     1      1.000000
   346   1066.000      0.196       2     1      1.000000
   347   1067.000      0.187       2     1      1.000000
   348   1068.000      0.181       2     1      1.000000
   349   1069.000      0.174       2     1      1.000000
   350   1070.000      0.166       2     1      1.000000
   351   1071.000      0.158       2     1      1.000000
   352   1072.000      0.151       2     1      1.000000
   353   1073.000      0.141       2     1      1.000000
   354   1074.000      0.130       2     1      1.000000
   355   1075.000      0.128       2     1      1.000000
   356   1076.000      0.126       2     1      1.000000
   357   1077.000      0.125       2     1      1.000000
   358   1078.000      0.124       2     1      1.000000
   359   1079.000      0.122       2     1      1.000000
   360   1080.000      0.121       2     1      1.000000
   361   1081.000      0.119       2     1      1.000000
   362   1082.000      0.118       2     1      1.000000
   363   1083.000      0.117       2     1      1.000000
   364   1084.000      0.116       2     1      1.000000
   365   1085.000      0.116       2     1      1.000000
   366   1086.000      0.115       2     1      1.000000
   367   1087.000      0.115       2     1      1.000000
   368   1088.000      0.115       2     1      1.000000
   369   1089.000      0.116       2     1      1.000000
   370   1090.000      0.116       2     1      1.000000
   371   1091.000      0.116       2     1      1.000000
   372   1092.000      0.114       2     1      1.000000
   373   1093.000      0.113       2     1      1.000000
   374   1094.000      0.113       2     1      1.000000
   375   1095.000      0.112       2     1      1.000000
   376   1096.000      0.110       2     1      1.000000
   377   1097.000      0.107       2     1      1.000000
   378   1098.000      0.105       2     1      1.000000
   379   1099.000      0.104       2     1      1.000000
   380   1100.000      0.102       2     1      1.000000
   381   1101.000      0.101       2     1      1.000000
   382   1102.000      0.105       2     1      1.000000
   383   1103.000      0.108       2     1      1.000000
   384   1104.000      0.108       2     1      1.000000
   385   1105.000      0.109       2     1      1.000000
   386   1106.000      0.109       2     1      1.000000
   387   1107.000      0.108       2     1      1.000000
   388   1108.000      0.108       2     1      1.000000
   389   1109.000      0.107       2     1      1.000000
   390   1110.000      0.106       2     1      1.000000
   391   1111.000      0.105       2     1      1.000000
   392   1112.000      0.104       2     1      1.000000
   393   1113.000      0.107       2     1      1.000000
   394   1114.000      0.176       2     1      1.000000
   395   1115.000      0.208       2     1      1.000000
   396   1116.000      0.198       2     1      1.000000
   397   1117.000      0.190       2     1      1.000000
   398   1118.000      0.183       2     1      1.000000
   399   1119.000      0.176       2     1      1.000000
   400   1120.000      0.168       2     1      1.000000
   401   1121.000      0.160       2     1      1.000000
   402   1122.000      0.156       2     1      1.000000
   403   1123.000      0.157       2     1      1.000000
   404   1124.000      0.153       2     1      1.000000
   405   1125.000      0.151       2     1      1.000000
   406   1126.000      0.149       2     1      1.000000
   407   1127.000      0.148       2     1      1.000000
   408   1128.000      0.146       2     1      1.000000
   409   1129.000      0.145       2     1      1.000000
   410   1130.000      0.144       2     1      1.000000
   411   1131.000      0.143       2     1      1.000000
   412   1132.000      0.142       2     1      1.000000
   413   1133.000      0.141       2     1      1.000000
   414   1134.000      0.141       2     1      1.000000
   415   1135.000      0.140       2     1      1.000000
   416   1136.000      0.140       2     1      1.000000
   417   1137.000      0.141       2     1      1.000000
   418   1138.000      0.141       2     1      1.000000
   419   1139.000      0.138       2     1      1.000000
   420   1140.000      0.132       2     1      1.000000
   421   1141.000      0.127       2     1      1.000000
   422   1142.000      0.125       2     1      1.000000
   423   1143.000      0.124       2     1      1.000000
   424   1144.000      0.124       2     1      1.000000
   425   1145.000      0.124       2     1      1.000000
   426   1146.000      0.121       2     1      1.000000
   427   1147.000      0.117       2     1      1.000000
   428   1148.000      0.113       2     1      1.000000
   429   1149.000      0.109       2     1      1.000000
   430   1150.000      0.107       2     1      1.000000
   431   1151.000      0.106       2     1      1.000000
   432   1152.000      0.105       2     1      1.000000
   433   1153.000      0.105       2     1      1.000000
   434   1154.000      0.104       2     1      1.000000
   435   1155.000      0.103       2     1      1.000000
   436   1156.000      0.103       2     1      1.000000
   437   1157.000      0.103       2     1      1.000000
   438   1158.000      0.102       2     1      1.000000
   439   1159.000      0.103       2     1      1.000000
   440   1160.000      0.146       2     1      1.000000
   441   1161.000      0.156       2     1      1.000000
   442   1162.000      0.157       2     1      1.000000
   443   1163.000      0.156       2     1      1.000000
   444   1164.000      0.152       2     1      1.000000
   445   1165.000      0.147       2     1      1.000000
   446   1166.000      0.144       2     1      1.000000
   447   1167.000      0.141       2     1      1.000000
   448   1168.000      0.137       2     1      1.000000
   449   1169.000      0.133       2     1      1.000000
   450   1170.000      0.127       2     1      1.000000
   451   1171.000      0.122       2     1      1.000000
   452   1172.000      0.117       2     1      1.000000
   453   1173.000      0.113       2     1      1.000000
   454   1174.000      0.111       2     1      1.000000
   455   1175.000      0.109       2     1      1.000000
   456   1176.000      0.108       2     1      1.000000
   457   1177.000      0.107       2     1      1.000000
   458   1178.000      0.106       2     1      1.000000
   459   1179.000      0.106       2     1      1.000000
   460   1180.000      0.105       2     1      1.000000
   461   1181.000      0.105       2     1      1.000000
   462   1182.000      0.105       2     1      1.000000
   463   1183.000      0.104       2     1      1.000000
   464   1184.000      0.105       2     1      1.000000
   465   1185.000      0.107       2     1      1.000000
   466   1186.000      0.109       2     1      1.000000
   467   1187.000      0.111       2     1      1.000000
   468   1188.000      0.110       2     1      1.000000
   469   1189.000      0.110       2     1      1.000000
   470   1190.000      0.110       2     1      1.000000
   471   1191.000      0.109       2     1      1.000000
   472   1192.000      0.107       2     1      1.000000
   473   1193.000      0.106       2     1      1.000000
   474   1194.000      0.107       2     1      1.000000
   475   1195.000      0.105       2     1      1.000000
   476   1196.000      0.103       2     1      1.000000
   477   1197.000      0.207       2     1      1.000000
   478   1198.000      0.198       2     1      1.000000
   479   1199.000      0.190       2     1      1.000000
   480   1200.000      0.184       2     1      1.000000
   481   1201.000      0.180       2     1      1.000000
   482   1202.000      0.177       2     1      1.000000
   483   1203.000      0.174       2     1      1.000000
   484   1204.000      0.172       2     1      1.000000
   485   1205.000      0.169       2     1      1.000000
   486   1206.000      0.168       2     1      1.000000
   487   1207.000      0.166       2     1      1.000000
   488   1208.000      0.165       2     1      1.000000
   489   1209.000      0.163       2     1      1.000000
   490   1210.000      0.161       2     1      1.000000
   491   1211.000      0.157       2     1      1.000000
   492   1212.000      0.152       2     1      1.000000
   493   1213.000      0.145       2     1      1.000000
   494   1214.000      0.141       2     1      1.000000
   495   1215.000      0.137       2     1      1.000000
   496   1216.000      0.132       2     1      1.000000
   497   1217.000      0.128       2     1      1.000000
   498   1218.000      0.123       2     1      1.000000
   499   1219.000      0.119       2     1      1.000000
   500   1220.000      0.114       2     1      1.000000
   501   1221.000      0.111       2     1      1.000000
   502   1222.000      0.110       2     1      1.000000
   503   1223.000      0.109       2     1      1.000000
   504   1224.000      0.108       2     1      1.000000
   505   1225.000      0.107       2     1      1.000000
   506   1226.000      0.107       2     1      1.000000
   507   1227.000      0.106       2     1      1.000000
   508   1228.000      0.106       2     1      1.000000
   509   1229.000      0.106       2     1      1.000000
   510   1230.000      0.105       2     1      1.000000
   511   1231.000      0.105       2     1      1.000000
   512   1232.000      0.105       2     1      1.000000
   513   1233.000      0.106       2     1      1.000000
   514   1234.000      0.129       2     1      1.000000
   515   1235.000      0.210       2     1      1.000000
   516   1236.000      0.188       2     1      1.000000
   517   1237.000      0.179       2     1      1.000000
   518   1238.000      0.171       2     1      1.000000
   519   1239.000      0.165       2     1      1.000000
   520   1240.000      0.159       2     1      1.000000
   521   1241.000      0.151       2     1      1.000000
   522   1242.000      0.142       2     1      1.000000
   523   1243.000      0.135       2     1      1.000000
   524   1244.000      0.129       2     1      1.000000
   525   1245.000      0.125       2     1      1.000000
   526   1246.000      0.123       2     1      1.000000
   527   1247.000      0.122       2     1      1.000000
   528   1248.000      0.121       2     1      1.000000
   529   1249.000      0.120       2     1      1.000000
   530   1250.000      0.119       2     1      1.000000
   531   1251.000      0.119       2     1      1.000000
   532   1252.000      0.118       2     1      1.000000
   533   1253.000      0.117       2     1      1.000000
   534   1254.000      0.117       2     1      1.000000
   535   1255.000      0.116       2     1      1.000000
   536   1256.000      0.117       2     1      1.000000
   537   1257.000      0.118       2     1      1.000000
   538   1258.000      0.123       2     1      1.000000
   539   1259.000      0.230       2     1      1.000000
   540   1260.000      0.209       2     1      1.000000
   541   1261.000      0.198       2     1      1.000000
   542   1262.000      0.189       2     1      1.000000
   543   1263.000      0.181       2     1      1.000000
   544   1264.000      0.172       2     1      1.000000
   545   1265.000      0.160       2     1      1.000000
   546   1266.000      0.151       2     1      1.000000
   547   1267.000      0.145       2     1      1.000000
   548   1268.000      0.142       2     1      1.000000
   549   1269.000      0.139       2     1      1.000000
   550   1270.000      0.137       2     1      1.000000
   551   1271.000      0.136       2     1      1.000000
   552   1272.000      0.135       2     1      1.000000
   553   1273.000      0.135       2     1      1.000000
   554   1274.000      0.134       2     1      1.000000
   555   1275.000      0.133       2     1      1.000000
   556   1276.000      0.132       2     1      1.000000
   557   1277.000      0.131       2     1      1.000000
   558   1278.000      0.131       2     1      1.000000
   559   1279.000      0.130       2     1      1.000000
   560   1280.000      0.131       2     1      1.000000
   561   1281.000      0.132       2     1      1.000000
   562   1282.000      0.131       2     1      1.000000
   563   1283.000      0.134       2     1      1.000000
   564   1284.000      0.205       2     1      1.000000
   565   1285.000      0.185       2     1      1.000000
   566   1286.000      0.173       2     1      1.000000
   567   1287.000      0.162       2     1      1.000000
   568   1288.000      0.150       2     1      1.000000
   569   1289.000      0.140       2     1      1.000000
   570   1290.000      0.131       2     1      1.000000
   571   1291.000      0.125       2     1      1.000000
   572   1292.000      0.120       2     1      1.000000
   573   1293.000      0.116       2     1      1.000000
   574   1294.000      0.115       2     1      1.000000
   575   1295.000      0.113       2     1      1.000000
   576   1296.000      0.112       2     1      1.000000
   577   1297.000      0.111       2     1      1.000000
   578   1298.000      0.111       2     1      1.000000
   579   1299.000      0.110       2     1      1.000000
   580   1300.000      0.110       2     1      1.000000
   581   1301.000      0.109       2     1      1.000000
   582   1302.000      0.109       2     1      1.000000
   583   1303.000      0.109       2     1      1.000000
   584   1304.000      0.109       2     1      1.000000
   585   1305.000      0.110       2     1      1.000000
   586   1306.000      0.111       2     1      1.000000
   587   1307.000      0.113       2     1      1.000000
   588   1308.000      0.112       2     1      1.000000
   589   1309.000      0.112       2     1      1.000000
   590   1310.000      0.112       2     1      1.000000
   591   1311.000      0.114       2     1      1.000000
   592   1312.000      0.115       2     1      1.000000
   593   1313.000      0.114       2     1      1.000000
   594   1314.000      0.111       2     1      1.000000
   595   1315.000      0.108       2     1      1.000000
   596   1316.000      0.105       2     1      1.000000
   597   1317.000      0.103       2     1      1.000000
   598   1318.000      0.102       2     1      1.000000
   599   1319.000      0.101       2     1      1.000000
   600   1320.000      0.099       2     1      1.000000
   601   1321.000      0.099       2     1      1.000000
   602   1322.000      0.098       2     1      1.000000
   603   1323.000      0.098       2     1      1.000000
   604   1324.000      0.097       2     1      1.000000
   605   1325.000      0.097       2     1      1.000000
   606   1326.000      0.097       2     1      1.000000
   607   1327.000      0.096       2     1      1.000000
   608   1328.000      0.097       2     1      1.000000
   609   1329.000      0.100       2     1      1.000000
   610   1330.000      0.102       2     1      1.000000
   611   1331.000      0.121       2     1      1.000000
   612   1332.000      0.157       2     1      1.000000
   613   1333.000      0.155       2     1      1.000000
   614   1334.000      0.152       2     1      1.000000
   615   1335.000      0.149       2     1      1.000000
   616   1336.000      0.145       2     1      1.000000
   617   1337.000      0.138       2     1      1.000000
   618   1338.000      0.131       2     1      1.000000
   619   1339.000      0.124       2     1      1.000000
   620   1340.000      0.119       2     1      1.000000
   621   1341.000      0.115       2     1      1.000000
   622   1342.000      0.113       2     1      1.000000
   623   1343.000      0.112       2     1      1.000000
   624   1344.000      0.110       2     1      1.000000
   625   1345.000      0.110       2     1      1.000000
   626   1346.000      0.109       2     1      1.000000
   627   1347.000      0.108       2     1      1.000000
   628   1348.000      0.108       2     1      1.000000
   629   1349.000      0.107       2     1      1.000000
   630   1350.000      0.106       2     1      1.000000
   631   1351.000      0.106       2     1      1.000000
   632   1352.000      0.106       2     1      1.000000
   633   1353.000      0.108       2     1      1.000000
   634   1354.000      0.109       2     1      1.000000
   635   1355.000      0.111       2     1      1.000000
   636   1356.000      0.111       2     1      1.000000
   637   1357.000      0.111       2     1      1.000000
   638   1358.000      0.111       2     1      1.000000
   639   1359.000      0.112       2     1      1.000000
   640   1360.000      0.111       2     1      1.000000
   641   1361.000      0.112       2     1      1.000000
   642   1362.000      0.110       2     1      1.000000
   643   1363.000      0.107       2     1      1.000000
   644   1364.000      0.104       2     1      1.000000
   645   1365.000      0.203       2     1      1.000000
   646   1366.000      0.206       2     1      1.000000
   647   1367.000      0.196       2     1      1.000000
   648   1368.000      0.191       2     1      1.000000
   649   1369.000      0.187       2     1      1.000000
   650   1370.000      0.184       2     1      1.000000
